geo.name,indicator.name,geo,indicator,1800,1801,1802,1803,1804,1805,1806,1807,1808,1809,1810,1811,1812,1813,1814,1815,1816,1817,1818,1819,1820,1821,1822,1823,1824,1825,1826,1827,1828,1829,1830,1831,1832,1833,1834,1835,1836,1837,1838,1839,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
Lebanon,Child mortality (under age five),lbn,u5mr,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.87,447.83,447.76,447.64,447.47,447.22,446.91,446.52,446.07,445.54,444.95,444.28,443.54,442.74,441.86,440.93,439.95,438.93,437.89,436.84,435.79,434.74,433.69,432.64,431.59,430.54,429.48,428.43,427.38,426.33,425.28,424.23,423.18,422.13,421.08,420.03,418.98,411.302,403.667,396.065,388.497,380.962,373.46,365.992,358.556,351.154,343.785,306.878,273.089,242.092,213.596,188.084,163.922,146.444,130.768,116.713,104.115,102.417,99.091,95.907,92.864,89.962,87.2,84.7,82.1,79.6,77.2,75,72.9,71,69.2,67.6,66.3,65.1,64.1,63.1,62.2,61.4,60.6,59.8,58.9,57.9,56.8,55.4,54,52.5,50.8,49.1,47.3,45.4,43.5,41.6,39.8,37.9,36.1,34.4,32.8,31.2,29.8,28.4,27.1,25.9,24.7,23.5,22.3,21.2,20,18.8,17.6,16.4,15.3,14.2,13.1,12.2,11.4,10.8,10.3,9.8,9.4,9,8.7,8.4,8.1,8.109,7.97,7.834,7.697,7.56,7.423,7.289,7.156,7.025,6.896,6.768,6.642,6.518,6.397,6.278,6.162,6.048,5.936,5.828,5.72,5.614,5.51,5.408,5.307,5.209,5.113,5.02,4.931,4.844,4.759,4.678,4.6,4.522,4.448,4.376,4.305,4.236,4.169,4.102,4.038,3.974,3.911,3.849,3.788,3.727,3.668,3.609,3.551,3.493,3.437,3.382,3.328,3.276,3.225,3.175,3.124,3.074,3.025,2.976,2.926,2.878,2.83,2.782,2.736,2.691,2.646,2.602,2.559,2.516,2.474,2.432,2.391,2.352,2.312,2.273,2.234,2.196,2.157,2.12,2.083,2.045,2.009,1.972,1.972
Lesotho,Child mortality (under age five),lso,u5mr,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.23,407.2,407.13,407.03,406.87,406.64,406.36,406.01,405.59,405.11,404.57,403.97,403.3,402.57,401.77,400.92,400.03,399.11,398.16,397.2,396.25,395.29,394.34,393.38,392.43,391.47,390.52,389.56,388.6,387.65,386.69,385.74,384.78,383.83,382.87,381.91,380.96,377.723,374.507,371.293,368.1,364.909,361.739,358.57,355.414,352.278,349.144,335.931,323.206,310.949,299.144,287.776,276.827,266.283,256.129,246.352,236.937,234.4,229.3,223.4,217.3,211.5,206,201.2,197.1,194,191.8,190.6,190.1,190,189.9,189.6,188.7,187,184.6,181.4,177.7,173.6,169.4,164.9,159.9,154.5,148.8,142.8,136.7,130.6,124.7,119.1,114,109.4,105.3,101.8,98.7,96.1,94,92.4,91.3,90.7,90.8,91.9,93.8,96.5,99.6,102.8,105.7,108.3,110.3,111.9,113.3,114.6,114.7,114.7,114.4,111.6,110.3,103.4,99.7,98,97.6,98.5,98.3,97.9,93.5,89.604,85.792,82.169,78.754,75.58,72.677,70.054,67.69,65.558,63.622,61.83,60.133,58.498,56.902,55.333,53.806,52.323,50.877,49.457,48.054,46.667,45.299,43.954,42.64,41.362,40.134,38.965,37.858,36.822,35.858,34.962,34.126,33.34,32.595,31.88,31.187,30.508,29.833,29.161,28.491,27.83,27.181,26.543,25.917,25.304,24.7,24.107,23.525,22.95,22.382,21.819,21.267,20.728,20.21,19.721,19.271,18.859,18.489,18.159,17.866,17.603,17.361,17.135,16.918,16.708,16.504,16.302,16.102,15.902,15.701,15.5,15.303,15.106,14.911,14.718,14.528,14.339,14.153,13.969,13.787,13.608,13.43,13.256,13.256
Liberia,Child mortality (under age five),lbr,u5mr,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.15,429.11,429.05,428.93,428.77,428.53,428.23,427.86,427.42,426.92,426.35,425.71,425.01,424.23,423.4,422.5,421.56,420.59,419.59,418.58,417.58,416.57,415.56,414.56,413.55,412.54,411.53,410.53,409.52,408.51,407.51,406.5,405.49,404.49,403.48,402.47,401.46,398.135,394.812,391.5,388.21,384.922,381.646,378.381,375.138,371.897,368.667,365.459,362.253,359.058,355.885,352.714,346.37,339.57,332.889,326.325,319.878,319.075,317.521,316.071,314.725,313.477,312.3,313.3,314.5,315.1,315.5,315.4,314.6,313.2,311,308.4,305.1,300.9,296.2,291,285.8,280.7,276,271.2,266.2,261.5,257,252.9,249,245.2,241.9,239,236.6,235.1,234.8,236.2,239.3,243.8,248.8,253.9,257.9,259.5,258.4,254.7,248.4,240.1,230.4,219.8,208.4,196.4,183.9,171.4,159,146.9,135.5,125.1,115.8,107.7,100.7,94.6,89.3,84.6,80.2,76.4,73,70.1,67.4,64.006,61.142,58.391,55.726,53.116,50.546,48.007,45.505,43.053,40.68,38.416,36.287,34.302,32.46,30.753,29.16,27.665,26.262,24.953,23.744,22.641,21.642,20.738,19.92,19.173,18.485,17.84,17.229,16.645,16.085,15.557,15.06,14.59,14.146,13.721,13.315,12.926,12.553,12.194,11.852,11.529,11.224,10.937,10.664,10.401,10.147,9.898,9.656,9.42,9.194,8.981,8.782,8.599,8.431,8.278,8.138,8.008,7.885,7.77,7.657,7.548,7.44,7.333,7.227,7.122,7.019,6.919,6.821,6.727,6.635,6.547,6.461,6.377,6.295,6.214,6.134,6.055,5.977,5.901,5.824,5.748,5.672,5.598,5.598
Libya,Child mortality (under age five),lby,u5mr,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.68,404.65,404.58,404.48,404.32,404.1,403.81,403.47,403.05,402.58,402.04,401.44,400.77,400.05,399.26,398.41,397.52,396.61,395.67,394.72,393.77,392.82,391.87,390.92,389.97,389.02,388.07,387.12,386.17,385.22,384.27,383.32,382.37,381.42,380.47,379.52,378.57,376.807,375.048,373.302,371.551,369.805,368.062,366.323,364.588,362.858,361.131,360.197,359.263,358.33,357.398,356.466,355.535,354.605,353.675,352.746,351.818,354.537,358.399,359.106,356.657,351.076,342.452,330.957,316.9,297.1,278.4,260.6,243.9,227.8,212.6,198.4,184.6,171.4,159.1,147.6,136.7,126.7,117.7,109.3,101.8,95,89.1,83.8,79,74.8,70.9,67.3,64,60.8,57.7,54.8,52,49.3,46.7,44.3,42,39.9,38,36.3,34.7,33.3,32.1,31,30,29.1,28.2,27.3,26.5,25.5,24.4,23.1,21.7,20.2,18.8,17.6,16.6,17.5,15.1,14.5,13.9,13.4,12.9,12.613,12.23,11.88,11.568,11.291,11.035,10.789,10.548,10.312,10.08,9.852,9.629,9.41,9.197,8.987,8.783,8.583,8.388,8.198,8.012,7.831,7.655,7.483,7.315,7.151,6.993,6.84,6.692,6.548,6.409,6.274,6.144,6.017,5.896,5.781,5.672,5.57,5.475,5.385,5.302,5.222,5.146,5.073,5.002,4.93,4.858,4.786,4.715,4.643,4.573,4.504,4.438,4.375,4.317,4.264,4.215,4.17,4.13,4.093,4.06,4.03,4.001,3.974,3.947,3.921,3.895,3.87,3.845,3.82,3.794,3.767,3.741,3.716,3.693,3.675,3.662,3.656,3.658,3.668,3.687,3.714,3.75,3.796,3.796
Liechtenstein,Child mortality (under age five),lie,u5mr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lithuania,Child mortality (under age five),ltu,u5mr,458.81,458.81,458.81,458.81,458.81,458.81,458.81,458.81,458.81,458.81,458.81,458.81,458.81,458.81,458.81,458.81,458.81,458.81,458.81,458.81,458.81,458.81,458.81,458.81,458.81,458.81,458.81,458.81,458.81,458.81,458.81,458.81,458.81,458.81,458.81,458.81,458.81,458.81,458.81,458.81,458.81,458.81,458.81,458.81,458.81,458.81,458.81,458.81,458.81,458.81,458.81,458.81,458.81,458.81,458.81,458.81,458.81,458.81,458.81,458.81,458.81,458.81,458.81,458.81,458.81,458.81,458.81,458.81,458.81,458.81,458.81,453.33,446.51,441.12,435.79,430.46,423.95,418.74,413.61,408.51,402.19,397.2,392.21,387.32,381.21,376.4,371.61,365.67,360.97,356.28,351.67,345.92,341.38,336.86,332.36,326.79,322.31,317.88,313.41,307.87,303.39,298.89,295.45,290.93,287.44,282.92,279.4,274.86,271.32,266.77,263.23,258.72,255.2,250.76,247.31,242.93,239.55,235.27,231.93,227.74,224.47,220.34,217.15,213.09,209.95,205.99,201.19,196.49,190.98,186.37,181.8,181.242,179.693,178.842,177.852,176.738,175.494,173.28,171.791,170.194,168.493,165.785,163.872,161.84,159.733,157.501,154.321,151.901,149.462,146.883,142.782,135.432,121.325,108.406,96.677,86.133,76.76,68.526,61.378,55.229,49.967,45.463,41.571,38.151,35.094,32.342,29.892,27.8,26.4,24.7,23,21.6,21,21.3,22.1,22.7,22.8,22.4,21.7,21.1,20.4,19.8,19.3,18.8,18.2,17.4,16.3,15.2,14.4,14.2,14.9,16.5,18.1,18.1,16.8,15,13.5,12.3,11.6,11.1,10.7,10.3,9.9,9.6,9.3,9,8.6,8,7.4,6.7,6.1,5.5,5.1,4.9,4.9,5.1,5.3,4.858,4.773,4.701,4.637,4.577,4.52,4.465,4.411,4.356,4.3,4.244,4.189,4.137,4.085,4.034,3.985,3.937,3.89,3.844,3.8,3.756,3.714,3.671,3.63,3.59,3.55,3.512,3.475,3.438,3.402,3.368,3.334,3.301,3.267,3.235,3.203,3.172,3.141,3.11,3.079,3.048,3.018,2.988,2.959,2.931,2.906,2.881,2.859,2.839,2.818,2.799,2.779,2.76,2.739,2.719,2.7,2.68,2.661,2.643,2.624,2.606,2.589,2.571,2.555,2.537,2.52,2.504,2.487,2.471,2.455,2.439,2.422,2.405,2.388,2.372,2.356,2.341,2.327,2.312,2.3,2.288,2.277,2.267,2.267
Luxembourg,Child mortality (under age five),lux,u5mr,357.45,357.45,357.45,357.45,357.45,357.45,357.45,357.45,357.45,357.45,357.45,357.45,357.45,357.45,357.45,357.45,357.45,357.45,357.45,357.45,357.45,357.45,357.45,357.45,357.45,357.45,357.45,357.45,357.45,357.45,357.45,357.45,357.45,357.45,357.45,357.45,357.45,357.45,357.45,357.45,357.45,357.45,357.45,357.45,357.45,357.45,357.45,357.45,357.45,357.45,357.45,357.45,357.45,357.45,357.45,357.45,357.45,357.45,357.45,357.45,357.45,357.45,357.45,357.45,357.45,357.45,357.45,357.45,357.45,357.45,357.45,357.45,357.45,357.45,357.45,357.45,357.45,357.45,357.45,357.45,351.67,345.92,340.25,334.6,329.04,323.5,318.04,312.61,307.25,301.91,296.65,291.41,286.24,281.1,275.01,269.93,264.92,259.89,254.91,249.9,244.94,239.95,238.77,249.93,270.2,256,251.71,228.61,251.72,238.83,220.81,251.01,227.03,214.77,215.14,202.36,214.1,232.49,286.87,262.42,174.06,160.9,167.61,171.98,155.08,170.33,181.19,160.85,164.35,185.55,152.78,146.41,152.77,140.52,128.7,134.04,119.07,119.44,132.32,123.62,113.17,125.72,137.33,166.56,218.97,204.87,113.4,103.41,94.45,92.37,89.73,82.229,75.355,69.055,63.282,57.992,53.144,48.701,44.63,40.899,36.1,34.3,32.7,31.1,29.7,28.4,27.1,25.9,24.7,23.4,22.3,21.1,19.9,18.7,17.7,16.7,15.8,15.1,14.5,14,13.5,13,12.6,12.2,11.7,11.2,10.8,10.3,9.8,9.3,8.8,8.3,7.8,7.3,6.8,6.3,5.9,5.5,5.2,4.9,4.6,4.3,4.1,3.9,3.6,3.5,3.3,3.2,3,2.9,2.8,2.8,2.7,2.6,2.5,2.5,2.4,2.376,2.297,2.217,2.139,2.065,1.993,1.924,1.858,1.797,1.74,1.687,1.637,1.59,1.546,1.504,1.465,1.427,1.392,1.358,1.324,1.292,1.262,1.233,1.204,1.177,1.15,1.123,1.098,1.072,1.048,1.024,1,0.978,0.956,0.935,0.914,0.893,0.873,0.854,0.834,0.815,0.797,0.778,0.76,0.743,0.726,0.71,0.694,0.678,0.663,0.649,0.633,0.619,0.604,0.59,0.576,0.562,0.548,0.535,0.522,0.509,0.496,0.485,0.472,0.46,0.449,0.438,0.427,0.415,0.404,0.394,0.383,0.373,0.362,0.352,0.342,0.332,0.322,0.313,0.304,0.295,0.286,0.279,0.279
"Macao, China",Child mortality (under age five),mac,u5mr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.138,95.348,91.787,88.268,84.791,81.357,77.969,74.634,71.36,68.165,65.067,62.087,59.24,56.533,53.962,51.504,49.128,46.801,44.503,42.227,39.977,37.766,35.622,33.571,31.625,29.802,28.112,26.553,25.115,23.791,22.566,21.425,20.35,19.326,18.341,17.392,16.482,15.619,14.805,14.038,13.31,12.611,11.935,11.278,10.639,10.024,9.44,8.894,8.393,7.936,7.521,7.142,6.792,6.463,6.15,5.851,5.565,5.293,5.037,4.798,4.577,4.376,4.196,4.037,3.897,3.775,3.668,3.574,3.488,3.409,3.335,3.263,3.194,3.128,3.063,2.999,2.936,2.874,2.813,2.753,2.695,2.638,2.583,2.529,2.478,2.429,2.381,2.335,2.29,2.246,2.205,2.164,2.126,2.09,2.055,2.022,1.99,1.959,1.929,1.899,1.869,1.84,1.811,1.783,1.756,1.729,1.703,1.677,1.652,1.627,1.602,1.577,1.554,1.53,1.507,1.484,1.462,1.44,1.418,1.396,1.375,1.354,1.334,1.314,1.295,1.276,1.258,1.24,1.222,1.205,1.187,1.171,1.155,1.14,1.125,1.111,1.097,1.084,1.07,1.057,1.045,1.032,1.019,1.006,0.994,0.982,0.97,0.958,0.946,0.934,0.934
"Macedonia, FYR",Child mortality (under age five),mkd,u5mr,396.8,396.648,396.496,396.344,396.193,396.041,395.889,395.738,395.586,395.435,395.283,395.132,394.981,394.829,394.678,394.527,394.376,394.225,394.074,393.923,393.772,393.621,393.471,393.32,393.169,393.019,392.868,392.718,392.567,392.417,392.267,392.117,391.967,391.816,391.666,391.516,391.366,391.217,391.067,390.917,390.767,390.618,390.468,390.319,390.169,390.02,389.87,389.721,389.572,389.423,389.274,389.125,388.976,388.827,388.678,388.529,388.38,388.231,388.083,387.934,387.786,387.637,387.489,387.34,387.192,387.044,386.895,386.747,386.599,386.451,386.303,386.155,386.007,385.86,385.712,385.564,385.416,385.269,385.121,384.974,384.826,384.679,384.532,384.385,384.237,384.09,383.943,383.796,383.649,383.502,383.355,383.209,383.062,382.915,382.769,382.622,382.476,382.329,382.183,382.036,381.89,378.574,375.287,372.029,368.799,365.597,362.422,359.276,356.156,353.064,349.998,346.96,343.947,340.961,338,335.066,332.156,329.272,326.414,323.579,320.77,317.985,315.224,312.487,309.774,307.084,304.418,301.775,299.155,296.557,293.983,290.4,281.575,273.014,264.71,256.655,248.843,241.265,233.914,226.785,219.87,213.163,206.657,200.348,194.228,188.293,182.537,176.954,171.539,166.288,161.195,157.834,151.263,144.991,139.018,133.346,127.977,122.909,118.143,113.682,109.524,105.662,102.081,98.746,95.614,92.611,89.658,86.717,83.777,80.848,78.005,75.359,72.992,70.941,69.176,67.625,66.173,64.691,63.074,61.271,59.27,57.1,55.2,52.7,50.7,49.8,49.1,47.1,43.5,39.8,37.1,35.1,33.2,30.8,28,24.7,21.7,19.5,18.1,17.1,16,15.1,14.5,14.2,14.1,13.7,13,12.3,11.6,10.9,10.4,10.2,10.3,10.8,11.5,12,12.2,11.484,11.206,10.905,10.576,10.225,9.871,9.525,9.196,8.891,8.614,8.365,8.141,7.942,7.763,7.603,7.453,7.309,7.17,7.03,6.891,6.756,6.624,6.496,6.372,6.251,6.133,6.018,5.906,5.799,5.694,5.592,5.494,5.399,5.306,5.218,5.13,5.047,4.966,4.886,4.808,4.73,4.656,4.581,4.509,4.437,4.367,4.299,4.233,4.17,4.109,4.051,3.996,3.944,3.895,3.848,3.803,3.758,3.715,3.672,3.629,3.589,3.547,3.508,3.468,3.429,3.392,3.356,3.32,3.284,3.248,3.21,3.173,3.137,3.103,3.071,3.044,3.024,3.01,3.003,3.004,3.013,3.029,3.053,3.053
Madagascar,Child mortality (under age five),mdg,u5mr,437.13,437.13,437.13,437.13,437.13,437.13,437.13,437.13,437.13,437.13,437.13,437.13,437.13,437.13,437.13,437.13,437.13,437.13,437.13,437.13,437.13,437.13,437.13,437.13,437.13,437.13,437.13,437.13,437.13,437.13,437.13,437.13,437.13,437.13,437.13,437.13,437.13,437.13,437.13,437.13,437.13,437.13,437.13,437.13,437.13,437.13,437.13,437.13,437.13,437.13,437.13,437.13,437.13,437.13,437.13,437.13,437.13,437.13,437.13,437.13,437.13,437.13,437.13,437.13,437.13,437.13,437.13,437.13,437.13,437.13,437.13,437.13,437.13,437.13,437.13,437.13,437.13,437.13,437.13,437.13,437.13,437.13,437.13,437.13,437.13,437.13,437.13,437.13,437.13,437.13,437.13,437.13,437.13,437.13,437.11,437.08,437.01,436.9,436.73,436.49,436.18,435.8,435.36,434.85,434.26,433.61,432.9,432.11,431.26,430.34,429.39,428.39,427.38,426.35,425.33,424.3,423.28,422.25,421.23,420.2,419.17,418.15,417.12,416.1,415.07,414.05,413.02,411.99,410.97,409.94,408.92,407.89,406.87,405.84,404.81,403.79,402.76,401.74,400.71,399.69,398.66,388.082,377.784,367.76,358.002,348.503,339.256,330.254,321.491,312.96,304.656,297.651,290.807,284.121,277.588,271.206,264.97,258.878,252.925,247.11,241.428,235.877,230.454,225.155,219.978,214.92,209.979,205.151,200.434,195.825,191.323,186.924,182.626,178.427,174.324,170.316,166.4,166.7,168.7,170.9,173.4,176.2,178.8,180.6,181.3,180.6,178.4,175,170.2,164.9,159.5,154.6,150.1,145.9,141.7,137,131.8,126.1,120,113.7,107.6,101.8,96.3,91.2,86.5,82,77.8,73.7,69.8,65.9,62.2,58.7,55.6,52.8,50.5,48.4,46.4,44.333,42.343,40.391,38.491,36.666,34.944,33.339,31.854,30.484,29.216,28.028,26.897,25.815,24.773,23.77,22.81,21.898,21.032,20.211,19.436,18.708,18.023,17.381,16.775,16.205,15.666,15.154,14.668,14.205,13.766,13.353,12.965,12.599,12.252,11.923,11.608,11.305,11.01,10.724,10.444,10.172,9.907,9.651,9.402,9.158,8.922,8.694,8.476,8.268,8.075,7.898,7.734,7.586,7.45,7.323,7.203,7.086,6.971,6.857,6.745,6.637,6.532,6.433,6.338,6.248,6.161,6.077,5.995,5.916,5.838,5.761,5.686,5.612,5.539,5.467,5.394,5.324,5.254,5.185,5.117,5.05,4.983,4.918,4.918
Malawi,Child mortality (under age five),mwi,u5mr,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.78,439.75,439.68,439.56,439.39,439.15,438.84,438.46,438.01,437.5,436.91,436.26,435.54,434.75,433.89,432.97,432.01,431.01,429.99,428.96,427.92,426.89,425.86,424.83,423.79,422.76,421.73,420.7,419.67,418.63,417.6,416.57,415.54,414.51,413.47,412.44,411.41,410.199,408.988,407.769,406.56,405.353,404.146,402.94,401.725,400.521,399.318,397.869,396.426,394.988,393.555,392.127,390.704,389.286,387.874,386.466,385.064,384.251,382.531,380.628,378.54,376.272,373.839,371.259,368.566,365.822,363.094,360.44,357.903,355.477,353.1,351,349.3,347.5,345.5,343.4,339.4,334.2,327,318.9,310.1,301.1,292.1,282.4,271.9,261.3,251.6,244.1,239.9,239.4,241.7,244.7,247,247.1,244.3,239.2,232.4,223.8,215.1,207.2,200.8,196.3,193.7,191.5,188.5,183.2,174.7,162.6,149.2,135.9,124.2,115.4,109.6,105.1,100.5,95.7,90.5,83.2,75.5,68.7,63.3,59.1,55.1,56.059,54.78,53.615,52.529,51.496,50.507,49.547,48.604,47.667,46.738,45.828,44.951,44.108,43.303,42.539,41.816,41.134,40.489,39.879,39.298,38.741,38.203,37.677,37.16,36.652,36.15,35.656,35.165,34.672,34.176,33.674,33.167,32.652,32.13,31.6,31.064,30.528,29.992,29.459,28.931,28.409,27.898,27.401,26.922,26.465,26.032,25.623,25.238,24.876,24.535,24.212,23.902,23.601,23.309,23.022,22.74,22.463,22.19,21.919,21.649,21.382,21.117,20.854,20.593,20.335,20.079,19.826,19.576,19.329,19.083,18.839,18.596,18.356,18.115,17.878,17.641,17.406,17.172,16.941,16.712,16.485,16.26,16.036,16.036
